titulo;diretor;ano;orcamento;faturamento;nota
Bran Nue Dae ;Rachel Perkins;2009;  6500000;   110029;6,3
Boyz n the Hood ;John Singleton;1991;  6000000; 57504069;7,8
La Bamba ;Luis Valdez;1987;  6500000; 54215416;6,8
Dressed to Kill ;Brian De Palma;1980;  6500000; 31899000;7,1
The Adventures of Huck Finn ;Stephen Sommers;1993;  6500000; 24103594;6,2
Go ;Doug Liman;1999;  6500000; 16842303;7,3
Friends with Money ;Nicole Holofcener;2006;  6500000; 13367101;5,9
Bats ;Louis Morneau;1999;  6500000; 10149779;3,6
Nowhere in Africa ;Caroline Link;2001;  7000000;  6173485;7,7
Shame ;Steve McQueen;2011;  6500000;  4000304;7,3
Layer Cake ;Matthew Vaughn;2004;  4000000;  2338695;7,4
The Work and the Glory II: American Zion ;Sterling Van Wagenen;2005;  6500000;  2024854;6,6
The East ;Zal Batmanglij;2013;  6500000;  2268296;6,9
A Home at the End of the World ;Michael Mayer;2004;  6500000;  1029017;6,8
Aberdeen ;Hans Petter Moland;2000;  6500000;    64148;7,3
The Messenger ;Oren Moverman;2009;  6500000;    66637;7,2
Control ;Anton Corbijn;2007;  4500000;   871577;7,7
The Terminator ;James Cameron;1984;  6500000; 38400000;8,1
Good Bye Lenin! ;Wolfgang Becker;2003;  4800000;  4063859;7,7
The Damned United ;Tom Hooper;2009; 10000000;   449558;7,6
Mallrats ;Kevin Smith;1995;  6000000;  2122561;7,2
Grease ;Randal Kleiser;1978;  6000000;181360000;7,2
Platoon ;Oliver Stone;1986;  6000000;137963328;8,1
Fahrenheit 9/11 ;Michael Moore;2004;  6000000;119078393;7,5
Butch Cassidy and the Sundance Kid ;George Roy Hill;1969;  6000000;102308900;8,1
Mary Poppins ;Robert Stevenson;1964;  6000000;102300000;7,8
Ordinary People ;Robert Redford;1980;  6000000; 54800000;7,8
Around the World in 80 Days ;Frank Coraci;2004;110000000; 24004159;5,8
West Side Story ;Jerome Robbins;1961;  6000000; 43650000;7,6
Caddyshack ;Harold Ramis;1980;  6000000; 39800000;7,4
The Brothers ;Gary Hardwick;2001;  6000000; 27457409;6,3
The Wood ;Rick Famuyiwa;1999;  6000000; 25047631;6,9
The Usual Suspects ;Bryan Singer;1995;  6000000; 23272306;8,6
A Nightmare on Elm Street 5: The Dream Child ;Stephen Hopkins;1989;  8000000; 22168359;5,1
Van Wilder: Party Liaison ;Walt Becker;2002;  6000000; 21005329;6,4
The Wrestler ;Darren Aronofsky;2008;  6000000; 26236603;7,9
Duel in the Sun ;King Vidor;1946;  8000000; 20400000;6,9
Best in Show ;Christopher Guest;2000;  6000000; 18621249;7,5
Escape from New York ;John Carpenter;1981;  6000000; 25244700;7,2
School Daze ;Spike Lee;1988;  6500000; 14545844;5,8
Daddy Day Camp ;Fred Savage;2007;  6000000; 13235267;2,9
Mystic Pizza ;Donald Petrie;1988;  6000000; 12793213;6,2
Sliding Doors ;Peter Howitt;1998;  9000000; 11883495;6,8
Tales from the Hood ;Rusty Cundieff;1995;  6000000; 11797927;6,1
The Last King of Scotland ;Kevin Macdonald;2006;  6000000; 17605861;7,7
Halloween 5 ;Dominique Othenin-Girard;1989;  3000000; 11642254;5,2
Bernie ;Richard Linklater;2011;  5000000;  9203192;6,8
Dolphins and Whales 3D: Tribes of the Ocean ;Jean-Jacques Mantello;2008;  6000000;  7518876;6,5
Pollock ;Ed Harris;2000;  6000000;  8596914;7,0
200 Cigarettes ;Risa Bramon Garcia;1999;  6000000;  6851636;5,9
The Words ;Brian Klugman;2012;  6000000; 11434867;7,1
Casa de mi Padre ;Matt Piedmont;2012;  6000000;  5895238;5,5
City Island ;Raymond De Felitta;2009;  6000000;  6670712;7,4
The Guard ;John Michael McDonagh;2011;  6000000;  5359774;7,3
College ;Deb Hagan;2008;  6500000;  4693919;4,6
The Virgin Suicides ;Sofia Coppola;1999;  6000000;  4859475;7,2
Miss March ;Zach Cregger;2009;  6000000;  4542775;5,1
Wish I Was Here ;Zach Braff;2014;  6000000;  3588432;6,7
Simply Irresistible ;Mark Tarlov;1999;  6000000;  4394936;5,3
Hedwig and the Angry Inch ;John Cameron Mitchell;2001;  6000000;  3029081;7,8
Only the Strong ;Sheldon Lettich;1993;  6000000;  3273588;6,7
Shattered Glass ;Billy Ray;2003;  6000000;  2207975;7,2
Novocaine ;David Atkins;2001;  6000000;  2025238;5,8
The Wackness ;Jonathan Levine;2008;  6000000;  2077046;7,0
Beastmaster 2: Through the Portal of Time ;Sylvio Tabet;1991;  6000000;   869325;3,8
The 5th Quarter ;Rick Bieber;2010;  6000000;   399611;5,7
The Greatest ;Shana Feste;2009;  6000000;   115862;6,7
Snow Flower and the Secret Fan ;Wayne Wang;2011;  6000000;  1346503;6,1
Come Early Morning ;Joey Lauren Adams;2006;  6000000;   117560;6,2
Lucky Break ;Peter Cattaneo;2001;  6000000;    54606;6,2
Surfer, Dude ;S.R. Bindler;2008;  6000000;    36497;4,7
Deadfall ;Stefan Ruzowitzky;2012; 12000000;    65804;6,3
L'auberge espagnole ;Cédric Klapisch;2002;  5300000;  3895664;7,3
Song One ;Kate Barker-Froyland;2014;  6000000;    20200;5,8
Murder by Numbers ;Barbet Schroeder;2002; 50000000; 31874869;6,1
Winter in Wartime ;Martin Koolhoven;2008;  4000000;   542860;7,1
The Protector ;Prachya Pinkaew;2005;200000000; 11905519;7,1
Bend It Like Beckham ;Gurinder Chadha;2002;  3500159; 32541719;6,7
Sunshine State ;John Sayles;2002;  5600000;  3064356;6,9
Crossover ;Preston A. Whitmore II;2006;  5600000;  7009668;2,1
[Rec] 2 ;Jaume Balagueró;2009;  5600000;    27024;6,6
The Sting ;George Roy Hill;1973;  5500000;159600000;8,3
Chariots of Fire ;Hugh Hudson;1981;  5500000; 58800000;7,2
Diary of a Mad Black Woman ;Darren Grant;2005;  5500000; 50382128;5,6
Shine ;Scott Hicks;1996;  5500000; 35811509;7,7
Don Jon ;Joseph Gordon-Levitt;2013;  3000000; 24475193;6,6
Ghost World ;Terry Zwigoff;2001;  7000000;  6200756;7,4
Iris ;Richard Eyre;2001;  5500000;  1292119;7,1
The Chorus ;Christophe Barratier;2004;  5500000;  3629758;7,9
Mambo Italiano ;Émile Gaudreault;2003;  5000000;  6239558;6,7
Wonderland ;James Cox;2003;  5000000;  1056102;6,6
Do the Right Thing ;Spike Lee;1989;  6500000; 27545445;7,9
Harvard Man ;James Toback;2001;  5500000;    56007;4,9
Le Havre ;Aki Kaurismäki;2011;  3850000;   611709;7,2
R100 ;Hitoshi Matsumoto;2013;  5500000;    22770;6,1
Salvation Boulevard ;George Ratliff;2011;  9000000;    27445;5,3
The Ten ;David Wain;2007;  5250000;   766487;5,0
Headhunters ;Morten Tyldum;2011; 30300000;  1196752;7,6
Saint Ralph ;Michael McGowan;2004;  6000000;   795126;7,6
Insidious: Chapter 2 ;James Wan;2013;  5000000; 83574831;6,6
Saw II ;Darren Lynn Bousman;2005;  4000000; 87025093;6,6
10 Cloverfield Lane ;Dan Trachtenberg;2016; 15000000; 71897215;7,3
Jackass: The Movie ;Jeff Tremaine;2002;  5000000; 64267897;6,6
Lights Out ;David F. Sandberg;2016;  4900000; 56536016;6,9
Paranormal Activity 3 ;Henry Joost;2011;  5000000;104007828;5,8
Ouija ;Stiles White;2014;  5000000; 50820940;4,4
A Nightmare on Elm Street 3: Dream Warriors ;Chuck Russell;1987;  4500000; 44793200;6,6
The Gift ;Joel Edgerton;2015;  5000000; 43771291;7,1
Instructions Not Included ;Eugenio Derbez;2013;  5000000; 44456509;7,6
Paranormal Activity 4 ;Henry Joost;2012;  5000000; 53884821;4,6
The Robe ;Henry Koster;1953;  5000000; 36000000;6,8
Freddy's Dead: The Final Nightmare ;Rachel Talalay;1991;  8500000; 34872293;4,9
Monster ;Patty Jenkins;2003;  4500000; 34468224;7,3
Paranormal Activity: The Marked Ones ;Christopher Landon;2014;  5000000; 32453345;5,0
Dallas Buyers Club ;Jean-Marc Vallée;2013;  5000000; 27296514;8,0
The Lazarus Effect ;David Gelb;2015;  3300000; 25799043;5,2
Memento ;Christopher Nolan;2000;  9000000; 25530884;8,5
Oculus ;Mike Flanagan;2013;  5000000; 27689474;6,5
Clerks II ;Kevin Smith;2006;  5000000; 24138847;7,4
Billy Elliot ;Stephen Daldry;2000;  5000000; 21994911;7,7
The Way Way Back ;Nat Faxon;2013;  5000000; 21501098;7,4
House Party 2 ;George Jackson;1991;  5000000; 19281235;5,1
Doug's 1st Movie ;Maurice Joyce;1999;  5000000; 19421271;5,0
The Apostle ;Robert Duvall;1997;  5000000; 20733485;7,2
Our Idiot Brother ;Jesse Peretz;2011;  5000000; 24809547;6,4
The Players Club ;Ice Cube;1998;  4500000; 23031390;5,6
O ;Tim Blake Nelson;2001;  5000000; 16017403;6,2
As Above, So Below ;John Erick Dowdle;2014;  5000000; 21197315;6,1
Addicted ;Bille Woodruff;2014;  5000000; 17382982;5,2
Eve's Bayou ;Kasi Lemmons;1997;  6000000; 14821531;7,3
Still Alice ;Richard Glatzer;2014;  5000000; 18656400;7,5
Friday the 13th Part VIII: Jason Takes Manhattan ;Rob Hedden;1989;  5000000; 14343976;4,5
My Big Fat Greek Wedding ;Joel Zwick;2002;  5000000;241437427;6,6
Spring Breakers ;Harmony Korine;2012;  5000000; 14123773;5,3
Halloween: The Curse of Michael Myers ;Joe Chappelle;1995;  5000000; 15126948;4,9
Y Tu Mamá También ;Alfonso Cuarón;2001;  2000000; 13622333;7,7
Shaun of the Dead ;Edgar Wright;2004;  4000000; 13464388;8,0
The Haunting of Molly Hartley ;Mickey Liddell;2008;  5000000; 13350177;3,8
Lone Star ;John Sayles;1996;  5000000; 13269963;7,6
Halloween 4: The Return of Michael Myers ;Dwight H. Little;1988;  5000000; 17768000;5,9
April Fool's Day ;Fred Walton;1986;  5000000; 12947763;6,2
Diner ;Barry Levinson;1982;  5000000; 14100000;7,2
Lone Wolf McQuade ;Steve Carver;1983;  5000000; 12200000;6,3
Apollo 18 ;Gonzalo López-Gallego;2011;  5000000; 17683670;5,2
Sunshine Cleaning ;Christine Jeffs;2008;  8000000; 12055108;6,9
No Escape ;John Erick Dowdle;2015;  5000000; 27285953;6,8
Fifty Shades of Black ;Michael Tiddes;2016;  5000000; 11675178;3,5
Not Easily Broken ;Bill Duke;2009;  8000000; 10572742;6,1
The Perfect Match ;Bille Woodruff;2016;  5000000;  9658370;4,5
Digimon: The Movie ;Mamoru Hosoda;2000;  5000000;  9628751;5,9
Saved! ;Brian Dannelly;2004;  5000000;  8786715;6,9
The Barbarian Invasions ;Denys Arcand;2003;  6000000;  3432342;7,7
The Forsaken ;J.S. Cardone;2001;  5000000;  6755271;5,3
UHF ;Jay Levey;1989;  5000000;  6157157;7,0
Slums of Beverly Hills ;Tamara Jenkins;1998;  5000000;  5480318;6,6
Made ;Jon Favreau;2001;  5000000;  5308707;6,4
Moon ;Duncan Jones;2009;  5000000;  5009677;7,9
Sea Rex 3D: Journey to a Prehistoric World ;Ronan Chapalain;2010;  5000000;  4074023;6,9
The Sweet Hereafter ;Atom Egoyan;1997;  5000000;  4306697;7,7
Of Gods and Men ;Xavier Beauvois;2010;  4000000;  3950029;7,2
Bottle Shock ;Randall Miller;2008;  5000000;  4040588;6,8
Heavenly Creatures ;Peter Jackson;1994;  5000000;  3049135;7,4
90 Minutes in Heaven ;Michael Polish;2015;  5000000;  4700361;4,6
Everything Must Go ;Dan Rush;2010;  5000000;  2711210;6,4
Zero Effect ;Jake Kasdan;1998;  5000000;  1980338;7,0
The Machinist ;Brad Anderson;2004;  5000000;  1082044;7,7
Light Sleeper ;Paul Schrader;1992;  5000000;  1100000;6,8
Kill the Messenger ;Michael Cuesta;2014;  5000000;  2445646;7,0
Rabbit Hole ;John Cameron Mitchell;2010;  5000000;  2221809;7,0
Party Monster ;Fenton Bailey;2003;  5000000;   296665;6,3
Green Room ;Jeremy Saulnier;2015;  5000000;  3219029;7,1
Atlas Shrugged: Who Is John Galt? ;James Manera;2014;  5000000;   830210;4,4
Bottle Rocket ;Wes Anderson;1996;  7000000;  1040879;7,1
Albino Alligator ;Kevin Spacey;1996;  5000000;   326308;6,1
Lovely, Still ;Nicholas Fackler;2008;  5000000;   124720;7,3
Desert Blue ;Morgan J. Freeman;1998;  2000000;    99147;6,2
The Visit ;M. Night Shyamalan;2015;  5000000; 65069140;6,2
Redacted ;Brian De Palma;2007;  5000000;    65087;6,2
Fascination ;Klaus Menzel;2004;  5000000;    16066;3,3
Rudderless ;William H. Macy;2014;  5000000;    37440;7,5
I Served the King of England ;Jirí Menzel;2006; 84450000;   617228;7,4
Soul Kitchen ;Fatih Akin;2009;  4000000;   274385;7,3
Sling Blade ;Billy Bob Thornton;1996;   890000; 24475416;8,0
Hostel ;Eli Roth;2005;  4800000; 47277326;5,9
Tristram Shandy: A Cock and Bull Story ;Michael Winterbottom;2005;  2800000;  1247453;6,8
Take Shelter ;Jeff Nichols;2011;  5000000;  1729969;7,4
Lady in White ;Frank LaLoggia;1988;  4700000;  1705139;6,7
The Texas Chainsaw Massacre 2 ;Tobe Hooper;1986;  4700000;  8025872;5,5
Only God Forgives ;Nicolas Winding Refn;2013;  4800000;   778565;5,7
The Names of Love ;Michel Leclerc;2010;  4600000;   513836;7,2
Savage Grace ;Tom Kalin;2007;  4600000;   434417;5,9
Police Academy ;Hugh Wilson;1984;  4500000; 81200000;6,7
Four Weddings and a Funeral ;Mike Newell;1994;  4500000; 52700832;7,1
25th Hour ;Spike Lee;2002; 15000000; 13060843;7,7
Bound ;Lana Wachowski;1996;  4500000;  3798532;7,4
Requiem for a Dream ;Darren Aronofsky;2000;  4500000;  3609278;8,4
Moms' Night Out ;Andrew Erwin;2014;  5000000; 10429707;5,4
Donnie Darko ;Richard Kelly;2001;  4500000;   727883;8,1
Character ;Mike van Diem;1997;  4500000;   713413;7,8
Spun ;Jonas Åkerlund;2002;  2000000;   410241;6,8
Mean Machine ;Barry Skolnick;2001;  2500000;    92191;6,5
Exiled ;Johnnie To;2006; 35000000;    49413;7,3
After.Life ;Agnieszka Wojtowicz-Vosloo;2009;  4500000;   108229;5,9
One Flew Over the Cuckoo's Nest ;Milos Forman;1975;  4400000;112000000;8,7
Falcon Rising ;Ernie Barbarash;2014;  4500000;     8691;5,8
The Sweeney ;Nick Love;2012;  3000000;    26345;6,1
Whale Rider ;Niki Caro;2002;  6000000; 20772796;7,6
Paa ;R. Balki;2009;150000000;   199228;7,2
Pan ;Joe Wright;2015;150000000; 34964818;5,8
Night Watch ;Timur Bekmambetov;2004;  4200000;  1487477;6,5
The Crying Game ;Neil Jordan;1992;  2300000; 62549000;7,3
Porky's ;Bob Clark;1981;  4000000;105500000;6,2
Survival of the Dead ;George A. Romero;2009;  4000000;   101055;5,0
Lost in Translation ;Sofia Coppola;2003;  4000000; 44566004;7,8
Annie Hall ;Woody Allen;1977;  4000000; 39200000;8,1
The Greatest Show on Earth ;Cecil B. DeMille;1952;  4000000; 36000000;6,7
Exodus: Gods and Kings ;Ridley Scott;2014;140000000; 65007045;6,1
Monster's Ball ;Marc Forster;2001;  4000000; 31252964;7,1
Maggie ;Henry Hobson;2015;  8500000;   131175;5,6
Leaving Las Vegas ;Mike Figgis;1995;  3600000; 31968347;7,6
The Boy Next Door ;Rob Cohen;2015;  4000000; 35385560;4,6
The Kids Are All Right ;Lisa Cholodenko;2010;  3500000; 20803237;7,1
They Live ;John Carpenter;1988;  4000000; 13008928;7,3
The Last Exorcism Part II ;Ed Gass-Donnelly;2013;  5000000; 15152879;4,0
Boyhood ;Richard Linklater;2014;  4000000; 25359200;8,0
Scoop ;Woody Allen;2006;  4000000; 10515579;6,7
Planet of the Apes ;Tim Burton;2001;100000000;180011740;5,7
The Wash ;DJ Pooh;2001;  4000000; 10097096;4,6
3 Strikes ;DJ Pooh;2000;  6000000;  9821335;4,0
The Cooler ;Wayne Kramer;2003;  3200000;  8243880;7,0
The Night Listener ;Patrick Stettner;2006;  4000000;  7825820;5,9
My Soul to Take ;Wes Craven;2010; 25000000; 14637490;4,8
The Orphanage ;J.A. Bayona;2007;  3400000;  7159147;7,5
A Haunted House 2 ;Michael Tiddes;2014;  4000000; 17314483;4,7
The Rules of Attraction ;Roger Avary;2002;  4000000;  6525762;6,7
Four Rooms ;Allison Anders;1995;  4000000;  4301331;6,7
Secretary ;Steven Shainberg;2002;  4000000;  4046737;7,1
The Real Cancun ;Rick de Oliveira;2003;  8000000;  3713002;2,7
Talk Radio ;Oliver Stone;1988;  4000000;  3468572;7,3
Waiting for Guffman ;Christopher Guest;1996;  4000000;  2892582;7,6
Love Stinks ;Jeff Franklin;1999;  4000000;  2800000;5,8
You Kill Me ;John Dahl;2007;  4000000;  2426851;6,5
Thumbsucker ;Mike Mills;2005;  4000000;  1325073;6,6
Mirrormask ;Dave McKean;2005;  4000000;   864959;6,9
Samsara ;Ron Fricke;2011;  4000000;  2601847;8,5
The Barbarians ;Ruggero Deodato;1987;  4000000;   800000;4,8
Poolhall Junkies ;Mars Callahan;2002;  4000000;   562059;7,0
The Loss of Sexual Innocence ;Mike Figgis;1999;  4000000;   399793;5,4
Joe ;David Gordon Green;2013;  4000000;   371897;6,9
Shooting Fish ;Stefan Schwartz;1997;  3000000;   302204;6,6
Prison ;Renny Harlin;1987;  1300000;   354704;5,9
Psycho Beach Party ;Robert Lee King;2000;  1500000;   265107;6,3
The Big Tease ;Kevin Allen;1999;  4000000;   185577;6,3
Buen Día, Ramón ;Jorge Ramírez Suárez;2013;  4000000;   100412;7,7
Trust ;David Schwimmer;2010;  9500000;    58214;7,0
An Everlasting Piece ;Barry Levinson;2000; 14000000;    75078;6,3
Among Giants ;Sam Miller;1998;  2500000;    64359;5,9
Adore ;Anne Fontaine;2013; 16000000;   317125;6,2
Mondays in the Sun ;Fernando León de Aranoa;2002;  4000000;   146402;7,7
Stake Land ;Jim Mickle;2010;   650000;    18469;6,5
The Last Time I Committed Suicide ;Stephen Kay;1997;  4000000;    12836;5,8
Futuro Beach ;Karim Aïnouz;2014;  4000000;    20262;6,1
Inescapable ;Ruba Nadda;2012;  4000000;     4063;5,2
Gone with the Wind ;Victor Fleming;1939;  3977000;198655278;8,2
Desert Dancer ;Richard Raymond;2014;  4000000;   143653;6,0
Major Dundee ;Sam Peckinpah;1965;  3800000;    14873;6,8
Annie Get Your Gun ;George Sidney;1950;  3768785;  8000000;7,0
Defendor ;Peter Stebbings;2009;  3500000;    37606;6,8
The Pirate ;Vincente Minnelli;1948;  3700000;  2956000;7,1
The Good Heart ;Dagur Kári;2009;  3800000;    19959;6,9
The History Boys ;Nicholas Hytner;2006;  2000000;  2706659;6,9
Unknown ;Jaume Collet-Serra;2011; 30000000; 61094903;6,9
The Full Monty ;Peter Cattaneo;1997;  3500000; 45857453;7,2
Airplane! ;Jim Abrahams;1980;  3500000; 83400000;7,8
Friday ;F. Gary Gray;1995;  3500000; 27900000;7,3
Menace II Society ;Albert Hughes;1993;  3500000; 27900000;7,5
Creepshow 2 ;Michael Gornick;1987;  3500000; 14000000;6,0
The Witch ;Robert Eggers;2015;  3500000; 25138292;6,8
I Got the Hook Up ;Michael Martin;1998;  3500000; 10305534;3,9
She's the One ;Edward Burns;1996;  3500000;  9449219;6,1
Gods and Monsters ;Bill Condon;1998;  3500000;  6390032;7,5
The Secret in Their Eyes ;Juan José Campanella;2009;  2000000; 20167424;8,2
Evil Dead II ;Sam Raimi;1987;  3600000;  5923044;7,8
Pootie Tang ;Louis C.K.;2001;  3000000;  3293258;5,2
La otra conquista ;Salvador Carrasco;1998;  3500000;   886410;6,8
Trollhunter ;André Øvredal;2010; 19900000;   252652;7,0
Ira & Abby ;Robert Cary;2006;  3500000;   220234;6,5
The Watch ;Akiva Schaffer;2012; 68000000; 34350553;5,7
Winter Passing ;Adam Rapp;2005;  3500000;   101228;6,4
D.E.B.S. ;Angela Robinson;2004;  3500000;    96793;5,3
The Masked Saint ;Warren P. Sonoda;2016;  3500000;   123777;4,7
Time to Choose ;Charles Ferguson;2015;  3500000;    29233;7,0
March of the Penguins ;Luc Jacquet;2005;  8000000; 77413017;7,6
Margin Call ;J.C. Chandor;2011;  3500000;  5354039;7,1
Choke ;Clark Gregg;2008;  3000000;  2926565;6,5
Whiplash ;Damien Chazelle;2014;  3300000; 13092000;8,5
City of God ;Fernando Meirelles;2002;  3300000;  7563397;8,7
Human Traffic ;Justin Kerrigan;1999;  2200000;   104257;7,1
The Hunt ;Thomas Vinterberg;2012;  3800000;   610968;8,3
Bella ;Alejandro Monteverde;2006;  3300000;  8108247;7,4
Dreaming of Joseph Lees ;Eric Styles;1999;  2000000;     7680;6,4
Maria Full of Grace ;Joshua Marston;2004;  3000000;  6517198;7,5
Beginners ;Mike Mills;2010;  3200000;  5776314;7,2
Animal House ;John Landis;1978;  3000000;141600000;7,6
Goldfinger ;Guy Hamilton;1964;  3000000; 51100000;7,8
Trainspotting ;Danny Boyle;1996;  3500000; 16501785;8,2
The Original Kings of Comedy ;Spike Lee;2000;  3000000; 38168022;6,6
Paranormal Activity 2 ;Tod Williams;2010;  3000000; 84749884;5,7
Waking Ned Devine ;Kirk Jones;1998;  3000000; 24788807;7,4
Bowling for Columbine ;Michael Moore;2002;  4000000; 21244913;8,0
A Nightmare on Elm Street 2: Freddy's Revenge ;Jack Sholder;1985;  2200000; 30000000;5,4
A Room with a View ;James Ivory;1985;  3000000; 20966644;7,4
The Purge ;James DeMonaco;2013;  3000000; 64423650;5,7
Sinister ;Scott Derrickson;2012;  3000000; 48056940;6,8
Martin Lawrence Live: Runteldat ;David Raynr;2002;  3000000; 19184015;5,4
Air Bud ;Charles Martin Smith;1997;  3000000; 24629916;5,1
Jason Lives: Friday the 13th Part VI ;Tom McLoughlin;1986;  3000000; 19472057;5,9
The Bridge on the River Kwai ;David Lean;1957;  3000000; 27200000;8,2
Spaced Invaders ;Patrick Read Johnson;1990;  3000000; 15369573;5,3
Jason Goes to Hell: The Final Friday ;Adam Marcus;1993;  2500000; 15935068;4,3
Dave Chappelle's Block Party ;Michel Gondry;2005;  3000000; 11694528;7,2
Next Day Air ;Benny Boom;2009;  3000000; 10017041;5,9
Phat Girlz ;Nnegest Likké;2006;  3000000;  7059537;3,0
Before Midnight ;Richard Linklater;2013;  3000000;  8114507;7,9
Teen Wolf Too ;Christopher Leitch;1987;  3000000;  7888703;3,2
Phantasm II ;Don Coscarelli;1988;  3000000;  7282851;6,5
Real Women Have Curves ;Patricia Cardoso;2002;  3000000;  5844929;7,0
East Is East ;Damien O'Donnell;1999;  1900000;  4170647;6,9
Whipped ;Peter M. Cohen;2000;  3000000;  4142507;4,4
Kama Sutra: A Tale of Love ;Mira Nair;1996;  3000000;  4109095;6,0
Warlock: The Armageddon ;Anthony Hickox;1993;  3000000;  3902679;5,3
8 Heads in a Duffel Bag ;Tom Schulman;1997;  3000000;  3559990;5,3
Thirteen Conversations About One Thing ;Jill Sprecher;2001;  4500000;  3287435;7,1
Jawbreaker ;Darren Stein;1999;  3500000;  3071947;5,4
Basquiat ;Julian Schnabel;1996;  3300000;  2961991;6,9
Tsotsi ;Gavin Hood;2005;  3000000;  2912363;7,3
Happiness ;Todd Solondz;1998;  3000000;  3000000;7,8
DysFunktional Family ;George Gallo;2003;  3000000;  2223990;6,6
Tusk ;Kevin Smith;2014;  3000000;  1821983;5,4
Oldboy ;Chan-wook Park;2003;  3000000;  2181290;8,4
Letters to God ;David Nixon;2010;  3500000;  2848578;6,3
Hobo with a Shotgun ;Jason Eisener;2011;  3000000;   703002;6,1
Compadres ;Enrique Begne;2016;  3000000;  3105269;5,0
Love's Abiding Joy ;Michael Landon Jr.;2006;  3000000;   252726;7,2
Bachelorette ;Leslye Headland;2012;  3000000;   418268;5,3
Tim and Eric's Billion Dollar Movie ;Tim Heidecker;2012;  3000000;   200803;5,3
The Gambler ;Rupert Wyatt;2014; 25000000; 33631221;6,0
Summer Storm ;Marco Kreuzpaintner;2004;  2700000;    95016;7,4
Fort McCoy ;Kate Connor;2011;  3000000;    73678;5,9
Chain Letter ;Deon Taylor;2009;  5000000;   143000;4,1
Just Looking ;Jason Alexander;1999;  3000000;    39852;6,7
The Divide ;Xavier Gens;2011;  3000000;    22000;5,8
Alice in Wonderland ;Tim Burton;2010;200000000;334185206;6,5
Tanner Hall ;Francesca Gregorini;2009;  3000000;     5005;5,9
Cinderella ;Kenneth Branagh;2015; 95000000;201148159;7,0
Central Station ;Walter Salles;1998;  2900000;  5595428;8,0
Boynton Beach Club ;Susan Seidelman;2005;  1500000;  3123749;6,5
Freakonomics ;Heidi Ewing;2010;  3000000;   100675;6,4
High Tension ;Alexandre Aja;2003;  2200000;  3645438;6,8
Hustle & Flow ;Craig Brewer;2005;  8000000; 22201636;7,4
Some Like It Hot ;Billy Wilder;1959;  2883848; 25000000;8,3
Friday the 13th Part VII: The New Blood ;John Carl Buechler;1988;  2800000; 19170001;5,3
The Wizard of Oz ;Victor Fleming;1939;  2800000; 22202612;8,1
Young Frankenstein ;Mel Brooks;1974;  2800000; 86300000;8,0
Diary of the Dead ;George A. Romero;2007;  2000000;   952620;5,7
Ulee's Gold ;Victor Nunez;1997;  2700000;  9054736;7,1
Blazing Saddles ;Mel Brooks;1974;  2600000;119500000;7,8
Friday the 13th: The Final Chapter ;Joseph Zito;1984;  1800000; 32600000;5,9
Maurice ;James Ivory;1987;  2600000;  3130592;7,8
Beer League ;Frank Sebastiano;2006;  2800000;   475000;6,0
The Astronaut's Wife ;Rand Ravich;1999; 34000000; 10654581;5,3
Timecrimes ;Nacho Vigalondo;2007;  2600000;    38108;7,2
A Haunted House ;Michael Tiddes;2013;  2500000; 40041683;5,1
2016: Obama's America ;Dinesh D'Souza;2012;  2500000; 33349949;5,1
Halloween II ;Rob Zombie;2009; 15000000; 33386128;4,9
That Thing You Do! ;Tom Hanks;1996; 26000000; 25809813;6,9
Halloween III: Season of the Witch ;Tommy Lee Wallace;1982;  2500000; 14400000;4,6
Kevin Hart: Let Me Explain ;Leslie Small;2013;  2500000; 32230907;6,7
My Own Private Idaho ;Gus Van Sant;1991;  2500000;  6401336;7,1
Garden State ;Zach Braff;2004;  2500000; 26781723;7,6
Before Sunrise ;Richard Linklater;1995;  2500000;  5400000;8,1
Jesus' Son ;Alison Maclean;1999;  2500000;  1282084;7,0
Robot & Frank ;Jake Schreier;2012;  2500000;  3325638;7,1
My Life Without Me ;Isabel Coixet;2003;  2000000;   395592;7,6
The Spectacular Now ;James Ponsoldt;2013;  2500000;  6851969;7,1
Marilyn Hotchkiss' Ballroom Dancing and Charm School ;Randall Miller;1990;    34000;   333658;7,1
Religulous ;Larry Charles;2008;  2500000; 12995673;7,7
Fuel ;Joshua Tickell;2008;  2500000;   173783;7,6
Valley of the Heart's Delight ;Tim Boxell;2006;  2500000;   118666;6,6
Dodgeball: A True Underdog Story ;Rawson Marshall Thurber;2004; 20000000;114324072;6,7
Eye of the Dolphin ;Michael D. Sellers;2006;  2500000;    71904;5,7
8: The Mormon Proposition ;Reed Cowan;2010;  2500000;    99851;7,1
The Other End of the Line ;James Dodson;2008; 14000000;   115504;6,2
Anatomy ;Stefan Ruzowitzky;2000;  8400000;     5725;6,1
Sleep Dealer ;Alex Rivera;2008;  2500000;    75727;5,9
Super ;James Gunn;2010;  2500000;   322157;6,8
Get on the Bus ;Spike Lee;1996;  2400000;  5731103;6,8
Thr3e ;Robby Henson;2006;  2400000;   978908;5,1
This Is England ;Shane Meadows;2006;  1500000;   327919;7,7
Go for It! ;Carmen Marron;2011;  2450000;   178739;3,9
Fantasia ;James Algar;1940;  2280000; 76400000;7,8
Friday the 13th Part III ;Steve Miner;1982;  4000000; 36200000;5,7
